Age ,   Gender  ,Marital_Status,Type_of_Family,Family_Size,Education_Level,Occupation  ,Family_Annual_Income,"NO_of_earning_members 
26,Female,Single,Nuclear,4,"Professional course (Diploma, ITI, etc.)",Private Sector,9-12 lakh,3,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried)",1,9,3,0.5,0.5,1,1,6.5,0.5,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap","Sleeping, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Chatting, Music",3,3,3,3,2,3,4,,4,3,4,4,,2,2,4,4,3,3,3,No,It's already good enough 
45,Female,Married,Nuclear,3,"Professional course (Diploma, ITI, etc.)",Private Sector,6-9 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment)",1,6,4,0.5,1,1.5,1,7,1,1,"Use Mobile, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Cooking, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time","Social Media, Sleeping, Family Time, Reading Books, Just Relaxing (Resting), Shopping, Go for a walk",3,3,2,2,4,4,4,,4,2,5,5,,5,5,5,5,5,3,4,Yes,To get more time for health improvement 
47,Female,Married,Nuclear,6,B.Ed,Assistant teacher,6-9 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), For understanding each other,sharing problems,finding solutions etc.",2,6,6,0.5,0.8,1.5,1,6,0.5,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Family Time, Learning new things, Hangout with friends, Music, Classical dance and singing",5,,4,4,2,4,5,,4,5,4,5,,4,5,5,5,4,4,5,Yes,"Yes.There is always chance to improve your task.for the sake of betterment ,practising everything i want to do tasks i  better way.There is no end for better.Thats why it is said better is better than best.so improve our actions ."
41,Male,Married,Joint,11,Post Graduate,Private Sector,3-6 lakh,3,Alone,Reduce Anxiety,2,10,0,0,0,1,0,5,1,1,"Use Mobile, Watching (T.V. /Reels/Movies), Job / Work","Learning new things, Just Relaxing (Resting), Music",4,4,4,4,3,4,2,,4,2,2,4,,3,4,2,2,2,4,4,Yes,"Yes, want to improve my daily routine for future point of view it's realy needed "
22,Male,Single,Nuclear,4,Post Graduate,Student,0-3 lakh,1,Alone,Privacy (just your alone time),5,4,1,1,1,2,1,5,1,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Idle Time, Creative Activities (Writing, Crafting, Photography, etc), Gardening","Social Media, Sleeping, Learning new things, Hangout with friends, Music",5,5,5,5,5,5,5,,5,5,5,5,,5,5,5,5,5,5,5,Yes,I  want to be more humble and trying to keep calm towards negative things and i would love to get enough sleep due to hectic schedule i couldn't complete my sleep and i would want to spend quality time with my family amd loved ones
32,Male,Single,Joint,5,Graduate,Self-Employed,6-9 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment)",4,6,1,2,1,1,1,8,1,1,"Use Mobile, Travel, Exercise(Gym/Yoga /etc), Animal Care, Going for Walk (Friends, Family, etc), Family Time","Social Media, Family Time, Games (Mobile or Computer games), Pet Grooming",2,2,1,3,3,2,1,,5,2,2,2,,2,2,2,2,2,2,2,No,I am satisfied
47,Female,Married,Nuclear,3,Graduate,Private Sector,0-3 lakh,2,Family,Refresh Mood,4,8,4,1,0,3,2,6,0,0,"Use Mobile, Watching (T.V. /Reels/Movies), Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Family Time, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Family Time, Learning new things",3,3,4,3,2,3,3,,3,3,4,3,,2,3,2,3,3,3,2,Yes,I want to improve my daily routine by giving myself more time. By doing things that i like in my free time. I'll try to develop a new hobby. 
21,Male,Single,Nuclear,4,Post Graduate,Student,3-6 lakh,1,Alone,Privacy (just your alone time),3,7,2,0,0,1,1,7,2,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Job / Work, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home)","Social Media, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Music",2,2,1,1,3,4,3,,4,1,1,2,,1,5,1,5,3,5,1,Yes,Having very busy schedule and have to travel a lot. Not doing excercise and not maintaining the proper healthy lifestyle. So to improve  my health I want to improve my daily routine.
22,Male,Single,Joint,4,Graduate,Student,0-3 lakh,3,Alone,"Refresh Mood, Self motivation",1,5,2,1,0.3,1,3,6,2,2,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Reading Books, Job / Work, Power Nap, Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Writing, Go for a walk",4,4,3,5,4,5,4,,4,3,3,3,,4,5,3,2,4,5,4,Yes,"Improving Daily routing brings quality Habits, its make life easy"
22,Female,Single,Joint,8,Post Graduate,Student,3-6 lakh,2,Alone,Privacy (just your alone time),2,8,2,1,0,2,3,6,0,0,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Gardening","Learning new things, Reading Books, Creative Work (Crafting, Photography, etc), Long Drive, Shopping, Go for a walk",3,3,3,3,2,3,3,,3,3,3,4,,2,3,3,3,3,3,3,Yes,To utilize time properly
50,Male,Married,Nuclear,3,Graduate,Public Sector(Government sector),12-15 lakh,2,Friends,Quality Time (for some enjoyment),1,10,4,2,1,1.5,3,7,4,2,"Travel, Watching (T.V. /Reels/Movies), Reading Books, Cooking, Animal Care, Creative Activities (Writing, Crafting, Photography, etc)","Sleeping, Reading Books, Long Drive, Music",4,4,3,3,3,2,4,,4,4,4,3,,4,4,3,4,3,5,4,No,much satisfied with current lifestyle I am lazy and quite comfortable with my daily routine.
22,Female,Single,Nuclear,4,Post Graduate,Private Sector,9-12 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",4,4,4,1,0.5,2,0.5,6,0,0,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Studying, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Sleeping, Family Time, Learning new things, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Just Relaxing (Resting)",4,4,4,4,3,3,4,,4,3,4,4,,3,4,4,4,4,4,4,Yes,"I would like to incorporate a little more physical exercise to my routine, some meditation and mindful diet."
24,Male,Single,Nuclear,3,Graduate,Student,9-12 lakh,2,Friends,"Refresh Mood, Quality Time (for some enjoyment), Self motivation",0.5,12,1,1,0.5,1,1,6,0.5,0.5,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time, Networking (Attending Social or Professional Events)","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Long Drive, Just Relaxing (Resting)",4,4,3,5,2,3,4,,4,4,4,4,,4,3,3,4,4,4,4,Yes,"YES, I want to improve my daily routine by learning to manage time efficiently."
25,Male,Single,Nuclear,3,Graduate,Private Sector,3-6 lakh,2,Friends,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",2,9,3,1,0,1,1,5,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Job / Work, Grocery Shopping, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Volunteer Work or Community Involvement, Creative Activities (Writing, Crafting, Photography, etc), Networking (Attending Social or Professional Events), Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Learning new things, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Personality Development, Creative Work (Crafting, Photography, etc), Long Drive, Just Relaxing (Resting), Shopping, Social Activities, Chatting, Writing, Go for a walk, Volunteering",4,4,4,4,4,3,4,,3,3,3,5,,3,5,3,3,2,5,5,Yes,"To get a better grasp on daily tasks, try to procrastinate less and utilize every minute to its best"
22,Female,Single,Nuclear,4,Graduate,Student,6-9 lakh,2,Friends,"Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3,2,2,1,0,2,3,8,1,1,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Spiritual Activity, Studying, Reading Books, Job / Work, Cooking, Personal Hygiene, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Going for Walk (Friends, Family, etc), Family Time","Social Media, Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Games (Mobile or Computer games), Personality Development, Long Drive, Just Relaxing (Resting), Go for a walk",4,3,3,5,1,3,4,,3,4,4,5,,2,2,4,4,4,5,5,Yes,"I want to learn to be consistent and prioritize my tasks and work towards it without delays, Focus on physical and mental health."
30,Male,Married,Nuclear,2,Post Graduate,Business,above 15 lakh,2,Partner,"Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0.5,8,1,1,1,1,0.5,8,1,1,"Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Shopping (Clothes, Electronics, etc), Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time","Hangout with friends, Reading Books, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Social Activities, Part time work, Music, Writing, Swimming",4,4,4,4,2,4,4,,2,2,5,5,,5,5,5,5,5,5,5,No,I don’t think i want to imporve my daily routine
22,Male,Single,Nuclear,3,Post Graduate,Student,above 15 lakh,3,Friends,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",3,4,1,0.3,0.3,1,1,8,2,2,"Use Mobile, Exercise(Gym/Yoga /etc), Studying, Reading Books, Job / Work, Cooking, Grocery Shopping, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Going for Walk (Friends, Family, etc)","Family Time, Learning new things, Hangout with friends, Reading Books, Playing Outdoor games, Personality Development, Just Relaxing (Resting), Social Activities, Music, Writing, Go for a walk, Swimming",3,3,3,5,1,4,4,,3,3,4,4,,3,4,3,4,4,5,5,Yes,There is always a space for improvement and I feel that improving/ updating our daily routines will add fun and we will experience a lot of new things. 
30,Female,Married,Joint,5,Post Graduate,Private Sector,12-15 lakh,2,Partner,"Refresh Mood, Quality Time (for some enjoyment), Privacy (just your alone time)",2,9,2,1,1,1,1,7,0,0,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time, Networking (Attending Social or Professional Events)","Sleeping, Family Time, Hangout with friends, Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Music",5,4,2,3,3,4,4,,3,3,3,3,,4,3,3,4,5,5,5,Yes,For better time management and to be more organised 
43,Male,Married,Joint,6,Graduate,Self-Employed,6-9 lakh,2,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",3,6,1,1,1,1,2,8,1,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Personal Hygiene, Review Goals, Family Time, Gardening","Social Media, Family Time, Games (Mobile or Computer games), Personality Development, Just Relaxing (Resting)",5,4,4,3,3,3,5,,4,2,4,4,,1,2,3,4,4,4,4,Yes,Improvement is a part of life
42,Male,Married,Nuclear,5,Post Graduate,Private Sector,above 15 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment)",2,7,1,0.5,1,1,0.5,8,1,1,"Use Mobile, Travel, Reading Newspaper, Exercise(Gym/Yoga /etc), Reading Books, Job / Work, Personal Hygiene, Going for Walk (Friends, Family, etc), Family Time","Sleeping, Family Time, Learning new things, Hangout with friends, Reading Books, Music, Go for a walk",4,4,4,4,4,4,4,,4,4,3,4,,2,3,4,4,4,4,4,No,I am lazy and quite comfortable with my daily routine.
19,Male,Single,Nuclear,4,HSC,Student,above 15 lakh,1,Family,"Refresh Mood, Quality Time (for some enjoyment)",3,3,2,1,2,1,1,7,1,2,"Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Spiritual Activity, Studying, Personal Hygiene, Going for Walk (Friends, Family, etc)","Social Media, Hangout with friends, Playing Outdoor games, Personality Development, Music, Go for a walk, Swimming",4,5,4,4,3,5,3,,4,3,4,4,,3,3,2,3,3,5,4,Yes,Yes because to get a better growings and developments in future to achieve the targets n goals
26,Male,Single,Nuclear,2,Graduate,Private Sector,3-6 lakh,1,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Privacy (just your alone time), Moral Support (encouragement that you give to somebody who is nervous or worried), Self motivation",5,2,1,1,1,3,1,8,1,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Job / Work, Grocery Shopping, Idle Time, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Family Time","Social Media, Sleeping, Hangout with friends, Games (Mobile or Computer games), Playing Outdoor games, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Music, Swimming",3,4,3,3,5,3,3,,3,3,3,1,,2,4,3,3,3,4,3,No,I am lazy and quite comfortable with my daily routine.
23,Female,Single,Nuclear,5,Graduate,Student,3-6 lakh,3,Family,"Refresh Mood, Reduce Anxiety, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",2,7,1,1,2,2,1,8,1,1,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Family Time","Family Time, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Just Relaxing (Resting), Music",4,4,5,4,3,5,5,,3,3,4,5,,4,3,4,4,4,3,4,No,It's already good enough
41,Female,Married,Joint,6,Post Graduate,Private Sector,above 15 lakh,1,Family,Quality Time (for some enjoyment),1,9,21,1,2,1,1,7,0,0,"Use Mobile, Reading Newspaper, Exercise(Gym/Yoga /etc), Spiritual Activity, Job / Work, Cooking, Personal Hygiene, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Review Goals, Gardening, Networking (Attending Social or Professional Events)","Sleeping, Family Time, Learning new things, Hangout with friends, Playing Outdoor games, Long Drive, Music, Go for a walk",5,4,5,5,1,5,4,,1,3,5,5,,1,4,2,5,5,5,3,Yes,"Yes, we must improve"
22,Male,Single,Joint,12,Post Graduate,Student,0-3 lakh,4,Friends,"Refresh Mood, Quality Time (for some enjoyment)",2.5,12,0,0.5,0,1,1,7,1,1,"Use Mobile, Studying, Job / Work, Technolgy (Gadgets, Programming, etc)","Social Media, Sleeping, Games (Mobile or Computer games), Music",4,4,4,4,2,4,4,,4,3,3,4,,3,3,1,3,3,3,3,Yes,Yes because to get a better growings and developments in future to achieve the targets n goals
22,Female,Single,Nuclear,2,Graduate,Student,6-9 lakh,1,Family,Quality Time (for some enjoyment),0.3,4,2,2,1,2,1,8,1,1,"Use Mobile, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Job / Work, Idle Time, Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time","Social Media, Sleeping, Learning new things, Hangout with friends, Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Creative Work (Crafting, Photography, etc), Music, Go for a walk",3,3,4,3,2,2,4,,3,4,3,4,,3,4,5,5,4,3,4,No,I’m lazy and quite comfortable with my daily routine.
22,Male,Single,Nuclear,4,Post Graduate,Student,0-3 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment), Moral Support (encouragement that you give to somebody who is nervous or worried)",0,0,1,0.5,1,0.5,3,7,4,2,"Use Mobile, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Going for Walk (Friends, Family, etc), Creative Activities (Writing, Crafting, Photography, etc), Family Time, Technolgy (Gadgets, Programming, etc)","Learning new things, Go for a walk",3,3,3,4,3,4,4,,3,3,3,3,,3,3,3,3,3,3,3,Yes,Yes i would definitely like to change some things in my life for my improvement
42,Female,Married,Nuclear,3,Graduate,Private Sector,6-9 lakh,2,Family,"Refresh Mood, Quality Time (for some enjoyment)",3,8,2,0,0,1,1,6,2,2,"Use Mobile, Travel, Watching (T.V. /Reels/Movies), Reading Books, Cooking, Grocery Shopping, Household Chores (Tasks such as cleaning, washing to be done regularly at home), Power Nap, Shopping (Clothes, Electronics, etc), Volunteer Work or Community Involvement, Family Time","Sleeping, Family Time, Learning new things, Reading Books, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive",3,3,4,3,2,3,2,,4,3,2,4,,4,4,2,3,3,4,4,No,"Imrovement in daily routine will lead to satisfication in my life , happieness in my family and others as well"
22,Male,Single,Joint,13,Post Graduate,Student,6-9 lakh,7,Friends,Refresh Mood,2,4,1,0.5,1,1,1,6,2,2,"Use Mobile, Travel, Reading Newspaper, Watching (T.V. /Reels/Movies), Exercise(Gym/Yoga /etc), Studying, Personal Hygiene","Social Media, Sleeping, Hangout with friends, Games (Mobile or Computer games), Online Streaming (Movies, TV shows, YouTube videos and livestreamed content), Long Drive, Music, Swimming",3,4,2,4,1,3,4,,3,3,5,4,,4,4,3,3,4,4,4,No,I am lazy and quite comfortable with my daily routine.
